"Timestamp","How large is your organization?","What industry do you work in?","What type of team do to work on?","How well do you understand Prometheus? [Libraries]","How well do you understand Prometheus? [Formats]","How well do you understand Prometheus? [Server configuration]","How well do you understand Prometheus? [PromQL]","How familiar are you with OpenTelemetry? [Libraries]","How familiar are you with OpenTelemetry? [OTLP]","How familiar are you with OpenTelemetry? [Collector]","How familiar are you with OpenTelemetry? [Operator]","Which of the following instrumentation libraries or tools are you using (select all that apply):","Which of the following OpenTelemetry components are you using to deliver metrics to your backend (select all that apply):","Which of the following are you using to store metrics (select all that apply):","Which query language are you using to query metrics (select all that apply):","Which of these have you done in the past 6 months (select all that apply):","How easy have you found it to use OpenTelemetry with Prometheus?","How confusing have you found the translation between OpenTelemetry metrics and Prometheus metrics?","What have been the biggest challenges you’ve faced using OpenTelemetry with Prometheus?","What would you like to see changed or improved with OpenTelemetry’s Prometheus support?","OpenTelemetry defines the HTTP server histogram metric as http.server.request.duration, with a unit of seconds (s). Suppose you are writing a query for the 95th percentile of the same HTTP metric. Which of the following would you expect to write (regardless of what is valid/correct today), (select all that apply):","Suppose you’ve defined your own OpenTelemetry metric in Go to track how far your robot has traveled:

counter, _ := meter.Float64ObservableCounter(""robot.distance.traveled"",
       metric.WithUnit(""mm"")
   )
   // Call counter.Add() each time the robot moves.

Which of the following would you expect to write (regardless of what is valid/correct today), (select all that apply):","Imagine you know that your node’s OpenTelemetry instrumentation defines a node.time metric, but you don’t remember its unit. Someone complains about a flaky alert, so you open a YAML file with your alert configuration. Which of the following you prefer the most (select all that apply):","Which of the following describes your opinion on units in metric names (select one):","Which of the following describes your opinion on dots vs underscores in metric names (select one):"
"2024/05/14 10:34:04 AM AST",">1,000","Technology","sales engineering","Not at all familiar","Not at all familiar","Not at all familiar","Not at all familiar","Expert","Somewhat familiar","Somewhat familiar","Somewhat familiar","OpenTelemetry auto-instrumentation agents","Prometheus Client OTLP export.","A Prometheus-compatible (or PromQL compatible) solution from a vendor","A vendor-specific query language (specify what under Other)","Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert","3","3","integration","explain otel and prometheus architecture more clearly","histogram_quantile(0.95, rate(http_server_request_duration_bucket[5m]))","rate(robot_distance_traveled[5m])","expr: timestamp(node_time) - (1e-9 * node_time) >  5","Units should generally not be added to metric names. Instead, units should be separate metadata, like the metric description. If you need to know the units for queries in alerts and dashboards, you will go look them up.","I like the dots better, and am glad OpenTelemetry chose to use them in metric names, let’s make sure dots works better in Prometheus"
"2024/05/14 12:04:05 PM AST",">1,000","Retail","DevOps","Somewhat familiar","Expert","Somewhat familiar","Expert","Not at all familiar","Not at all familiar","Not at all familiar","Not at all familiar","Prometheus Client Libraries;Prometheus exporters (e.g. node_exporter);OpenTelemetry Metric Client Libraries","None of the Above","The Prometheus Server;An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.);A backend not associated with Prometheus, not compatible with PromQL","PromQL;SQL","Added a metric to an application;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert","3","5","I've never tried. Also, I'm having a hard time understanding from OpenTelemetry's docs if they can work together or how.","Is it supported? Where is the documentation for that? What does supported mean? Do prometheus metrics flow into the OTel system? Or do OTel metrics flow into Prometheus? Or both?","histogram_quantile(0.95, rate({""http.server.request.duration""}[5m]));histogram_quantile(0.95, rate({""http.server.request.duration_seconds""}[5m]))","rate({""robot.distance.traveled""}[5m]);rate(robot_distance_traveled[5m])","expr: timestamp({""node.time_nanoseconds""}) - (1e-9 * {""node.time_nanoseconds""}) >  5","Units should be required to be part of the metric name. Without them, it is hard to write proper queries, write or read alerts e.g. in YAML, and build dashboards.","I like the dots better, and am glad OpenTelemetry chose to use them in metric names, let’s make sure dots works better in Prometheus"
"2024/05/14 3:01:24 PM AST","0-50","Technology","DevOps","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Not at all familiar","Prometheus Client Libraries;OpenTelemetry Metric Client Libraries;OpenTelemetry auto-instrumentation agents","OpenTelemetry Collector Prometheus exporter","The Prometheus Server","PromQL","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics","3","4","Getting the configuration in Otel right in a way it becomes transparent to the default configurations on Prometheus side.","Converge of metrics naming conventions.","histogram_quantile(0.95, rate({""http.server.request.duration_seconds""}[5m]));histogram_quantile(0.95, rate({""http.server.request.duration_seconds_bucket""}[5m]));histogram_quantile(0.95, rate(http_server_request_duration_seconds_bucket[5m]))","rate({""robot.distance.traveled_millimeters_total""}[5m]);rate(robot_distance_traveled_millimeters_total[5m])","expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5","Units should generally not be added to metric names. Instead, units should be separate metadata, like the metric description. If you need to know the units for queries in alerts and dashboards, you will go look them up.","All dots should be changed to underscores when translating to Prometheus. That way, metric names match the format used by the rest of the Prometheus ecosystem."
"2024/05/14 3:07:50 PM AST",">1,000","Technology","Dev","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Not at all familiar","Prometheus Client Libraries;Prometheus exporters (e.g. node_exporter);OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries","OpenTelemetry Language SDK Prometheus exporters;OpenTelemetry Collector Prometheus receiver","An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert;Created or edited a recording rule","3","3","""target info"" translation is poor solution. Prometheus' restrictive naming formats and lack of data types is frustrating, permanent loss of fidelity when ingesting to Prometheus-compatible backends.","solution for target info, working with / pushing Prometheus for better compatibility","histogram_quantile(0.95, rate({""http.server.request.duration""}[5m]))","rate({""robot.distance.traveled""}[5m])","expr: timestamp({""node.time""}) - (1e-9 * {""node.time""}) >  5","Units should generally not be added to metric names. Instead, units should be separate metadata, like the metric description. If you need to know the units for queries in alerts and dashboards, you will go look them up.","I like the dots better, and am glad OpenTelemetry chose to use them in metric names, let’s make sure dots works better in Prometheus"
"2024/05/14 8:57:11 PM AST",">1,000","Technology","Platform engineering","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Expert","Expert","Expert","Not at all familiar","OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries;OpenTelemetry auto-instrumentation agents","OpenTelemetry Collector Prometheus receiver;Prometheus Client OTLP export.;Prometheus Server OTLP ingestion","An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert","3","4","the conversion isn't obvious in the beginning, lack of control on client side such as limits on cardinality.","it would be great to have a unified semantic convention on both otel and prometheus without having to do conversion. Unit name configured in otel should be included by default in prometheus as part of measurement name.","histogram_quantile(0.95, rate({""http.server.request.duration_seconds""}[5m]))","rate({""robot.distance.traveled_millimeters""}[5m])","expr: timestamp({""node.time_nanoseconds""}) - (1e-9 * {""node.time_nanoseconds""}) >  5","We should recommend adding units to metric names, for the reasons above, but let users decide if they should add them or not.","I like the dots better, and am glad OpenTelemetry chose to use them in metric names, let’s make sure dots works better in Prometheus"
"2024/05/15 4:45:55 AM AST",">1,000","Retail","Observability","Somewhat familiar","Somewhat familiar","Expert","Expert","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Prometheus exporters (e.g. node_exporter);OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries;OpenTelemetry auto-instrumentation agents;Spring + Micrometer","OpenTelemetry Collector Prometheus receiver;OpenTelemetry Collector Prometheus exporter;OpenTelemetry Collector Prometheus remote write exporter","The Prometheus Server;An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL","Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert;Created or edited a recording rule","4","4","Prometheus not being a push based solution has caused several problems.","Loadbalancing exporter for metrics.","histogram_quantile(0.95, rate(http_server_request_duration_seconds_bucket[5m]))","rate(robot_distance_traveled_millimeters_total[5m])","expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5","Units should be required to be part of the metric name. Without them, it is hard to write proper queries, write or read alerts e.g. in YAML, and build dashboards.","All dots should be changed to underscores when translating to Prometheus. That way, metric names match the format used by the rest of the Prometheus ecosystem."
"2024/05/15 9:51:51 AM AST",">1,000","advertisement","SRE","Expert","Expert","Expert","Expert","Somewhat familiar","Somewhat familiar","Somewhat familiar","Not at all familiar","Prometheus Client Libraries;Prometheus exporters (e.g. node_exporter);OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries","OpenTelemetry Language SDK Prometheus exporters;OpenTelemetry Collector Prometheus exporter","The Prometheus Server;An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert;Created or edited a recording rule","4","4","Ingest native histogram. Not having metadata in prometheus","Having SDKs exporters implement protobuf to ingest native histograms directly","histogram_quantile(0.95, rate({""http.server.request.duration_seconds""}[5m]))","rate({""robot.distance.traveled_millimeters""}[5m]);rate(robot_distance_traveled_millimeters_total[5m])","expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5","Units should be required to be part of the metric name. Without them, it is hard to write proper queries, write or read alerts e.g. in YAML, and build dashboards.","I like the dots better, and am glad OpenTelemetry chose to use them in metric names, let’s make sure dots works better in Prometheus"
"2024/05/15 9:59:28 AM AST",">1,000","Retail","Platform engineering","Somewhat familiar","Expert","Somewhat familiar","Somewhat familiar","Expert","Expert","Expert","Expert","Prometheus Client Libraries;Prometheus exporters (e.g. node_exporter);OpenTelemetry auto-instrumentation agents;Third party with prom or otel","None of the Above","The Prometheus Server;An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL","Added a metric to an application;Created or edited an alert","4","4","Incompatible naming convention of fields, otel collector not really on HA once you scrape prom metrics etc.","All the things mentioned above","histogram_quantile(0.95, rate(http_server_request_duration_seconds_bucket[5m]))","rate(robot_distance_traveled_millimeters_total[5m])","expr: timestamp(node_time) - (1e-9 * node_time) >  5;expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5","Units should be required to be part of the metric name. Without them, it is hard to write proper queries, write or read alerts e.g. in YAML, and build dashboards.","I like the dots better, and am glad OpenTelemetry chose to use them in metric names, let’s make sure dots works better in Prometheus"
"2024/05/15 10:07:28 AM AST","50-100","Construction pouri g concrete","Concrete","Not at all familiar","Not at all familiar","Not at all familiar","Not at all familiar","Not at all familiar","Not at all familiar","Not at all familiar","Not at all familiar","OpenTelemetry auto-instrumentation agents","None of the Above","The Prometheus Server","SQL","Added a metric to an application","2","4","Not","Nothing","histogram_quantile(0.95, rate({""http.server.request.duration_seconds""}[5m]))","rate({""robot.distance.traveled_total""}[5m])","expr: timestamp(node_time) - (1e-9 * node_time) >  5;expr: timestamp({""node.time_nanoseconds""}) - (1e-9 * {""node.time_nanoseconds""}) >  5","I don’t care, but just don’t break whatever the current behavior is.","I like the dots better, and am glad OpenTelemetry chose to use them in metric names, let’s make sure dots works better in Prometheus"
"2024/05/15 10:59:02 AM AST",">1,000","Technology","Observability","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Expert","Expert","Expert","Somewhat familiar","OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries;OpenTelemetry auto-instrumentation agents;statsd","OpenTelemetry Collector Prometheus receiver;OpenTelemetry Collector Prometheus remote write exporter;Prometheus Client OTLP export.;Prometheus Server OTLP ingestion","An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.);A Prometheus-compatible (or PromQL compatible) solution from a vendor;A backend not associated with Prometheus, not compatible with PromQL","PromQL;A vendor-specific query language (specify what under Other);Datadog and NRQL","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert","4","3","Supporting different temporalities (Delta/Cumulative) and converting from one to the other. The cost of high cardinality metrics on cumulative. Selecting histogram buckets","Delta support / better deltatocumulative support","histogram_quantile(0.95, rate({""http.server.request.duration""}[5m]));histogram_quantile(0.95, rate({""http.server.request.duration_seconds""}[5m]))","rate({""robot.distance.traveled""}[5m]);rate({""robot.distance.traveled_millimeters""}[5m])","expr: timestamp({""node.time""}) - (1e-9 * {""node.time""}) >  5;expr: timestamp({""node.time_nanoseconds""}) - (1e-9 * {""node.time_nanoseconds""}) >  5","Units should generally not be added to metric names. Instead, units should be separate metadata, like the metric description. If you need to know the units for queries in alerts and dashboards, you will go look them up.","I like the dots better, and am glad OpenTelemetry chose to use them in metric names, let’s make sure dots works better in Prometheus"
"2024/05/15 11:33:21 AM AST",">1,000","Technology","Dev","Expert","Expert","Expert","Expert","Somewhat familiar","Expert","Expert","Not at all familiar","Prometheus Client Libraries;Prometheus exporters (e.g. node_exporter);OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries;OpenTelemetry auto-instrumentation agents","OpenTelemetry Language SDK Prometheus bridges;OpenTelemetry Collector Prometheus receiver;OpenTelemetry Collector Prometheus remote write exporter;Prometheus Server OTLP ingestion","The Prometheus Server;An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert;Created or edited a recording rule","4","4","-","-","histogram_quantile(0.95, rate(http_server_request_duration_seconds_bucket[5m]))","rate(robot_distance_traveled[5m])","expr: timestamp({""node.time_nanoseconds""}) - (1e-9 * {""node.time_nanoseconds""}) >  5","Units should be required to be part of the metric name. Without them, it is hard to write proper queries, write or read alerts e.g. in YAML, and build dashboards.","I wish OpenTelemetry had chosen to use underscores to match Prometheus syntactic requirements, but we should leave the dots in-place."
"2024/05/15 1:39:06 PM AST",">1,000","Technology","Observability","Expert","Expert","Expert","Expert","Somewhat familiar","Somewhat familiar","Not at all familiar","Not at all familiar","Prometheus Client Libraries;Prometheus exporters (e.g. node_exporter);OpenTelemetry Trace Client Libraries","None of the Above","An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert;Created or edited a recording rule","5","5","Naming conventions between 2 cncf project is messy how come","Not sure I need otel for metrics ","histogram_quantile(0.95, rate({""http.server.request.duration_seconds_bucket""}[5m]))","rate({""robot.distance.traveled_millimeters_total""}[5m])","expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5","We should recommend adding units to metric names, for the reasons above, but let users decide if they should add them or not.","I wish OpenTelemetry had chosen to use underscores to match Prometheus syntactic requirements, I believe this decision should be revisited, it’s worth the time and breaking existing OTel users."
"2024/05/15 4:02:23 PM AST",">1,000","Technology","Observability","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Expert","Expert","Expert","Not at all familiar","Prometheus Client Libraries;Prometheus exporters (e.g. node_exporter);OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries;OpenTelemetry auto-instrumentation agents","OpenTelemetry Collector Prometheus receiver;OpenTelemetry Collector Prometheus remote write exporter","An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL","Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert;Created or edited a recording rule","3","4","Metrics Translation from OTel to Prometheus and naming","Support for dot in the metrics names in Prometheus","histogram_quantile(0.95, rate(http_server_request_duration_bucket[5m]))","rate(robot_distance_traveled[5m])","expr: timestamp(node_time) - (1e-9 * node_time) >  5","Units should generally not be added to metric names. Instead, units should be separate metadata, like the metric description. If you need to know the units for queries in alerts and dashboards, you will go look them up.","I like the dots better, and am glad OpenTelemetry chose to use them in metric names, let’s make sure dots works better in Prometheus"
"2024/05/15 9:03:59 PM AST","100-1,000","Technology","DevOps","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Expert","Expert","Prometheus exporters (e.g. node_exporter);OpenTelemetry Metric Client Libraries;OpenTelemetry Trace Client Libraries;OpenTelemetry auto-instrumentation agents","OpenTelemetry Collector Prometheus receiver;OpenTelemetry Collector Prometheus remote write exporter","The Prometheus Server;An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert;Created or edited a recording rule","4","4","The convention different between Prometheus and OTLP, which translates over into Loki. Namely, the dropping of resource attributes that aren’t service.name and service.namespace (typing from memory). I’m so glad that the opentelemetry collector converts attributes to labels to solve this, however, if emitting over OTLP. Using the target_info metric to do joins because Prometheus drops attributes when using OTLP is bonkers. Honestly, it should just support OTEL SemConv.","Prometheus moving to the OTEL standards. ","histogram_quantile(0.95, rate({""http.server.request.duration""}[5m]));histogram_quantile(0.95, rate({""http.server.request.duration_seconds_bucket""}[5m]))","rate({""robot.distance.traveled""}[5m]);rate({""robot.distance.traveled_millimeters""}[5m])","expr: timestamp({""node.time""}) - (1e-9 * {""node.time""}) >  5;expr: timestamp({""node.time_nanoseconds""}) - (1e-9 * {""node.time_nanoseconds""}) >  5","Units should generally not be added to metric names. Instead, units should be separate metadata, like the metric description. If you need to know the units for queries in alerts and dashboards, you will go look them up.","I like the dots better, and am glad OpenTelemetry chose to use them in metric names, let’s make sure dots works better in Prometheus"
"2024/05/16 1:40:22 AM AST",">1,000","Technology","SRE","Somewhat familiar","Expert","Expert","Expert","Not at all familiar","Not at all familiar","Somewhat familiar","Not at all familiar","Prometheus Client Libraries;Prometheus exporters (e.g. node_exporter)","None of the Above","The Prometheus Server;A Prometheus-compatible (or PromQL compatible) solution from a vendor","PromQL","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert;Created or edited a recording rule","3","3","I'm satisfied with Prometheus, so I don't have any reason to use OpenTelemetry.","A tool that can be set up easily.","histogram_quantile(0.95, rate(http_server_request_duration_seconds_bucket[5m]))","rate(robot_distance_traveled_millimeters_total[5m])","expr: timestamp(node_time) - (1e-9 * node_time) >  5","We should recommend adding units to metric names, for the reasons above, but let users decide if they should add them or not.","All dots should be changed to underscores when translating to Prometheus. That way, metric names match the format used by the rest of the Prometheus ecosystem."
"2024/05/16 1:42:55 AM AST",">1,000","Technology","Observability","Somewhat familiar","Expert","Expert","Somewhat familiar","Not at all familiar","Somewhat familiar","Somewhat familiar","Not at all familiar","Prometheus Client Libraries;Prometheus exporters (e.g. node_exporter)","None of the Above","The Prometheus Server;A Prometheus-compatible (or PromQL compatible) solution from a vendor","PromQL","Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert;Created or edited a recording rule","4","4","OTel standards requires more complexity than just using exporters with OpenMetrics format.","I'm not sure, though I hope Prometheus could support OpenTelemetry without losing established Prometheus standards(like metrics format).","histogram_quantile(0.95, rate(http_server_request_duration_seconds_bucket[5m]))","rate(robot_distance_traveled_millimeters_total[5m])","expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5","We should recommend adding units to metric names, for the reasons above, but let users decide if they should add them or not.","All dots should be changed to underscores when translating to Prometheus. That way, metric names match the format used by the rest of the Prometheus ecosystem."
"2024/05/16 4:26:27 AM AST","0-50","Technology","Platform engineering","Somewhat familiar","Somewhat familiar","Somewhat familiar","Not at all familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Somewhat familiar","Prometheus exporters (e.g. node_exporter);OpenTelemetry auto-instrumentation agents","OpenTelemetry Collector Prometheus receiver;OpenTelemetry Collector Prometheus exporter","An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL","Created or edited a dashboard for displaying metrics","3","4","Undestanding of architectural concepts and different components involved.","Simplified guide for a Prometheus -> to OTEL Collector -> to ANYTHING implementation","histogram_quantile(0.95, rate({""http.server.request.duration""}[5m]));histogram_quantile(0.95, rate({""http.server.request.duration_seconds""}[5m]));histogram_quantile(0.95, rate({""http.server.request.duration_seconds_bucket""}[5m]))","rate({""robot.distance.traveled""}[5m]);rate({""robot.distance.traveled_millimeters""}[5m]);rate({""robot.distance.traveled_millimeters_total""}[5m])","expr: timestamp({""node.time""}) - (1e-9 * {""node.time""}) >  5;expr: timestamp({""node.time_nanoseconds""}) - (1e-9 * {""node.time_nanoseconds""}) >  5","We should recommend adding units to metric names, for the reasons above, but let users decide if they should add them or not.","I like the dots better, and am glad OpenTelemetry chose to use them in metric names, let’s make sure dots works better in Prometheus"
"2024/05/16 7:24:04 AM AST","0-50","Technology","Dev","Somewhat familiar","Somewhat familiar","Somewhat familiar","Expert","Expert","Expert","Expert","Not at all familiar","Prometheus exporters (e.g. node_exporter);OpenTelemetry Metric Client Libraries;OpenTelemetry auto-instrumentation agents","OpenTelemetry Collector Prometheus remote write exporter","The Prometheus Server;A Prometheus-compatible (or PromQL compatible) solution from a vendor;A backend not associated with Prometheus, not compatible with PromQL","PromQL;A vendor-specific query language (specify what under Other);NRQL, Datadog, LightStep, SignalFx","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert;Created or edited a recording rule","1","2","Conventions don't align very well. Otel's recent tendency to put namespaces everywhere, especially in attributes, makes it very clumsy in PromQL. But overall, the definition of metrics in Otel is much better than in Prometheus, because you don't have to put the type and unit of the metric in its name.","The translation of metrics from Otel to Prometheus works surprisingly well. It would be great if the prometheusreceiver could perform the same reverse translation.","histogram_quantile(0.95, rate({""http.server.request.duration""}[5m]));histogram_quantile(0.95, rate(http_server_request_duration_seconds_bucket[5m]))","rate({""robot.distance.traveled""}[5m]);rate(robot_distance_traveled_millimeters_total[5m])","expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5","Units should generally not be added to metric names, but base units (seconds, meters, etc.) should be required.","I like the dots better, and am glad OpenTelemetry chose to use them in metric names, let’s make sure dots works better in Prometheus"
"2024/05/16 9:47:39 AM AST",">1,000","Technology","Observability","Somewhat familiar","Expert","Expert","Somewhat familiar","Somewhat familiar","Somewhat familiar","Expert","Not at all familiar","Prometheus Client Libraries;Prometheus exporters (e.g. node_exporter);OpenTelemetry auto-instrumentation agents","OpenTelemetry Language SDK Prometheus exporters;OpenTelemetry Collector Prometheus receiver;Prometheus Server OTLP ingestion","The Prometheus Server;An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL","Configured collection or routing of metrics;Created or edited a dashboard for displaying metrics;Created or edited a recording rule","4","4","Dots, slashes and such in metric names","I would prefer to see more alignment with what exists in CNCF. Do not reinvent the wheel.","histogram_quantile(0.95, rate({""http.server.request.duration_seconds""}[5m]));histogram_quantile(0.95, rate(http_server_request_duration_bucket[5m]))","rate(robot_distance_traveled_millimeters_total[5m])","expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5","Units should be required to be part of the metric name. Without them, it is hard to write proper queries, write or read alerts e.g. in YAML, and build dashboards.","I wish OpenTelemetry had chosen to use underscores to match Prometheus syntactic requirements, I believe this decision should be revisited, it’s worth the time and breaking existing OTel users."
"2024/05/16 9:59:54 AM AST",">1,000","Technology","Observability","Expert","Expert","Expert","Expert","Somewhat familiar","Expert","Somewhat familiar","Not at all familiar","Prometheus Client Libraries;Prometheus exporters (e.g. node_exporter)","None of the Above","The Prometheus Server;An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.);A Prometheus-compatible (or PromQL compatible) solution from a vendor","PromQL","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert","4","4","That OpenTelemetry chosen dots as separators, how over informative labels are and decisions, breaks with Prometheus model without good reasons or explanation (e.g. initial le vs ge for histograms), too complex OTLP format, tracing driven metric data model.","OpenTelemetry reverted, revisited some decisions, and/or started experimenting and iterating more vs creating arbitrary decisions breaking everyone and/or explained their intention and goals clearly for each breaking change. 

Some decisions e.g. Unit felt like without real motivation (or at least nothing noted).","histogram_quantile(0.95, rate({""http.server.request.duration_seconds""}[5m]));histogram_quantile(0.95, rate({""http.server.request.duration_seconds_bucket""}[5m]));histogram_quantile(0.95, rate(http_server_request_duration_seconds_bucket[5m]))","rate({""robot.distance.traveled_millimeters_total""}[5m]);rate(robot_distance_traveled_millimeters_total[5m])","expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5;expr: timestamp({""node.time_nanoseconds""}) - (1e-9 * {""node.time_nanoseconds""}) >  5","Units should be required to be part of the metric name. Without them, it is hard to write proper queries, write or read alerts e.g. in YAML, and build dashboards.","I wish OpenTelemetry had chosen to use underscores to match Prometheus syntactic requirements, but we should leave the dots in-place."
"2024/05/16 12:54:32 PM AST","0-50","Technology","Observability","Expert","Expert","Expert","Expert","Not at all familiar","Somewhat familiar","Somewhat familiar","Not at all familiar","Prometheus Client Libraries;Prometheus exporters (e.g. node_exporter);OpenTelemetry Trace Client Libraries","None of the Above","The Prometheus Server;An open-source prometheus backend (Thanos, Cortex, Grafana Mimir, etc.)","PromQL","Added a metric to an application;Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert;Created or edited a recording rule","4","3","OTel created a whole new spec when Prometheus already dominated that space. Now everybody is requiring Otel and it just feels like unnecessary duplicated work. We're not solving new problems, we're just recreating old ones.","I'd like to see OTel's metric spec to disappear and Prometheus to remain the standard.","histogram_quantile(0.95, rate({""http.server.request.duration""}[5m]))","rate(robot_distance_traveled[5m])","expr: timestamp(node_time) - (1e-9 * node_time) >  5","Units should generally not be added to metric names. Instead, units should be separate metadata, like the metric description. If you need to know the units for queries in alerts and dashboards, you will go look them up.","I wish OpenTelemetry had chosen to use underscores to match Prometheus syntactic requirements, I believe this decision should be revisited, it’s worth the time and breaking existing OTel users."
"2024/05/16 12:57:12 PM AST",">1,000","Research","Operations","Not at all familiar","Somewhat familiar","Expert","Expert","Not at all familiar","Not at all familiar","Not at all familiar","Not at all familiar","Prometheus exporters (e.g. node_exporter)","None of the Above","The Prometheus Server","PromQL","Configured collection or routing of metrics;Written a live (ad-hoc) query over metrics;Created or edited a dashboard for displaying metrics;Created or edited an alert;Created or edited a recording rule","3","3","None","Nothing","histogram_quantile(0.95, rate({""http.server.request.duration_seconds""}[5m]));histogram_quantile(0.95, rate(http_server_request_duration_seconds_bucket[5m]))","rate(robot_distance_traveled_millimeters_total[5m])","expr: timestamp(node_time_nanoseconds) - (1e-9 * node_time_nanoseconds) >  5","Units should be required to be part of the metric name. Without them, it is hard to write proper queries, write or read alerts e.g. in YAML, and build dashboards.","All dots should be changed to underscores when translating to Prometheus. That way, metric names match the format used by the rest of the Prometheus ecosystem."
