Timestamp,1. How large is your organization?,2.  What industry do you work in?,3.  What type of team do you work on?,4.  Do you work for an Observability or APM vendor?,5.  Are you running OpenTelemetry in Production?,6.  Where in your Observability journey is your organization?,1. How many Collectors do you run in your organization?,2. Where do you deploy your Collectors? (select all that apply),3. What Kubernetes deployment scenarios do you use your Collectors in? (select all that apply),4. How do you deploy the OTel Collector on Kubernetes??,5. Do you build your own Collector distribution?,6. Do you use the OTel Collector Builder to build your own OTel Collector distribution?,7. How easy do you find it to build your own OTel Collector distributions with the Collector Builder?,8. Do you monitor your Collectors using internal Collector telemetry?,"9. If you monitor your Collectors, what telemetry do you collect when monitoring them? (select all that apply)",10. Which of the following Exporters do you use? (select all that apply),11. Which of the following Receivers do you use? (select all that apply),12. Which of the following processors do you use? (select all that apply),13. Which of the following connectors do you use? (select all that apply),14. Which of the following extensions do you use? (select all that apply),15. What kind of improvement would you most like to see for the Collector?,1. Have you used the Collector documentation on opentelemetry.io?,"2. Overall, how satisfied are you with the Collector documentation on opentelemetry.io?","3. If you could improve one part of the Collector documentation, what would it be and why?"
8/8/2025 15:23:07,1000+ employees,Technology,Observability,No,Yes,Expert - We have a well-established observability practice,Between 101 and 1000,"Kubernetes, Docker Compose","On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)",OTel Collector Helm Chart,Yes,Yes,3,Yes,Metrics,"clickhouseexporter, coralogixexporter, datadogexporter, debugexporter, fileexporter, loadbalancingexporter, otlpexporter, otlphttpexporter","datadogreceiver, dockerstatsreceiver, filereceiver, hostmetricsreceiver, k8sclusterreceiver, k8seventsreceiver, k8slogreceiver, k8sobjectsreceiver, otlpreceiver, prometheusreceiver, statsdreceiver","attributesprocessor, batchprocessor, cumulativetodeltaprocessor, datadogprocessor, datadogsemanticsprocessor, datatocumulativeprocessor, deltatorateprocessor, filterprocessor, groupbyattrsprocessor, groupbytraceprocessor, k8sattributesprocessor, logstransformprocessor, metricstransformprocessor, probabilisticsamplerprocessor, spanmetricsprocessor, tailsamplingprocessor, transformprocessor","datadogconnector, otlpjsonconnector, routingconnector, signaltometricsconnector","filestorage, opampextension, storage, zpages","Configuration management and resolution, Support for more receivers or exporters",Yes,3,
8/8/2025 21:11:39,100-999 employees,Technology,DevOps,No,Yes,Intermediate - We are setting up an observability practice,Between 101 and 1000,"Kubernetes, AWS EC2 Instances","On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)","Helm for most, Operator for Target Allocator",No,No,,Yes,"Logs, Metrics","kafkaexporter, lokiexporter, otlpexporter, otlphttpexporter, prometheusexporter, syslogexporter","awscloudwatchreceiver, filelogreceiver, hostmetricsreceiver, k8sclusterreceiver, k8seventsreceiver, kafkareceiver, otlpreceiver, prometheusreceiver","attributesprocessor, batchprocessor, groupbyattrsprocessor, groupbytraceprocessor, k8sattributesprocessor, memorylimiterprocessor, resourceprocessor, tailsamplingprocessor, transformprocessor","spanmetricsconnector, forwardconnector","healthcheckextension, pprofextension, zpages","Collector observability, Configuration management and resolution",Yes,3,"I've used the docs on opentelemetry.io a little bit, but I tend to get the best information from the `opentelemetry-collector-contrib` repo by going directly to the README.md for the component I'm configuring and looking at the code if that readme does not give enough info."
8/11/2025 14:48:50,1000+ employees,Technology,SRE,No,Yes,Intermediate - We are setting up an observability practice,Between 11 and 100,"Kubernetes, Virtual Machine (VM), Docker on my desktop",On every host (i.e k8s daemonset),OTel Collector Helm Chart,Yes,Yes,2,Yes,"Logs, Metrics, Traces","debugexporter, lokiexporter, otlpexporter, otlphttpexporter, prometheusremotewriteexporter","filelogreceiver, filereceiver, lokireceiver, otlpreceiver, prometheusreceiver, prometheusremotewritereceiver","attributesprocessor, batchprocessor, resourceprocessor",countconnector,encoding,"Stability, Collector observability",No,4,
8/11/2025 16:40:43,1000+ employees,Automotive,Observability,No,Yes,Expert - We have a well-established observability practice,Between 11 and 100,Kubernetes,As a gateway (i.e. k8s deployment),OTel Collector Helm Chart,No,No,2,Yes,"Logs, Metrics","lokiexporter, otlpexporter, prometheusexporter","k8sclusterreceiver, lokireceiver, nginxreceiver","k8sattributesprocessor, memorylimiterprocessor, metricsgenerationprocessor, spanmetricsprocessor",spanmetricsconnector,"azureauthextension, headerssetterextension",Collector observability,Yes,5,
8/12/2025 5:05:45,1-49 employees,Technology,Dev,Yes,Yes,Intermediate - We are setting up an observability practice,Between 2 and 5,"Kubernetes, Virtual Machine (VM), Docker Compose",On every host (i.e k8s daemonset),Kubernetes manifests,No,No,5,Yes,"Logs, Metrics, Traces","lokiexporter, otlpexporter, otlphttpexporter, prometheusexporter",otlpreceiver,batchprocessor,roundrobinconnector,basicauthextension,Support for more receivers or exporters,Yes,5,
8/14/2025 10:22:56,1000+ employees,Retail,SRE,No,Yes,Intermediate - We are setting up an observability practice,More than 1000,Kubernetes,"On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)",OTel Collector Helm Chart,Yes,Yes,1,Yes,"Logs, Metrics","datadogexporter, loadbalancingexporter, lokiexporter, otelarrowexporter, otlpexporter, otlphttpexporter, prometheusexporter, prometheusremotewriteexporter","datadogreceiver, filelogreceiver, hostmetricsreceiver, k8seventsreceiver, otelarrowreceiver, otlpreceiver","attributesprocessor, batchprocessor, cumulativetodeltaprocessor, datadogprocessor, k8sattributesprocessor, memorylimiterprocessor, resourceprocessor, spanmetricsprocessor","datadogconnector, spanmetricsconnector","basicauthextension, bearertokenauthextension","Stability, Configuration management and resolution",Yes,4,
8/15/2025 7:36:29,1000+ employees,Healthcare,SRE,No,Yes,Intermediate - We are setting up an observability practice,Between 11 and 100,"Kubernetes, Virtual Machine (VM), Bare Metal, Docker on my desktop, Docker Compose","Next to my application (i.e. k8s sidecar), On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment), In a stateful scenario (ie k8s statefulset)",OTel Collector Helm Chart,No,No,3,Yes,"Logs, Metrics, Traces","alertmanagerexporter, azuremonitorexporter, fileexporter, prometheusexporter, prometheusremotewriteexporter","awscloudwatchmetricsreceiver, awscloudwatchreceiver, awscontainerinsightreceiver, azuremonitorreceiver, dockerstatsreceiver, filelogreceiver, filereceiver, hostmetricsreceiver, k8sclusterreceiver, k8seventsreceiver, k8slogreceiver, k8sobjectsreceiver, kubeletstatsreceiver, otlpreceiver, prometheusreceiver, prometheusremotewritereceiver","attributesprocessor, batchprocessor, filterprocessor, k8sattributesprocessor, memorylimiterprocessor, routingprocessor, spanprocessor","routingconnector, spanmetricsconnector","healthcheckextension, healthcheckv2extension, k8sleaderelector, zpages","Stability, Collector observability, Configuration management and resolution, Support for more receivers or exporters",Yes,3,
8/17/2025 20:14:36,1000+ employees,Technology,Observability,No,Yes,Expert - We have a well-established observability practice,More than 1000,Kubernetes,As a gateway (i.e. k8s deployment),Kubernetes manifests,Yes,Yes,2,Yes,"Logs, Metrics","datadogexporter, debugexporter, fileexporter, otlphttpexporter, prometheusexporter",otlpreceiver,"attributesprocessor, batchprocessor, cumulativetodeltaprocessor, datadogprocessor, filterprocessor, memorylimiterprocessor, probabilisticsamplerprocessor, redactionprocessor, spanprocessor, transformprocessor",datadogconnector,"basicauthextension, observer, opampextension","Stability, Collector observability, Configuration management and resolution, Robust health extension. ",Yes,4,Examples of how to define dashboards. SLOs and burn rates for the collector. Better memory management guidance. 
8/18/2025 12:25:23,1-49 employees,Media,Dev,No,Yes,Intermediate - We are setting up an observability practice,Between 6 and 10,Virtual Machine (VM),I don't deploy any Collectors to Kubernetes,I don't deploy the OTel Collector on Kubernetes,No,No,,No,"Logs, Metrics","otlpexporter, prometheusremotewriteexporter","filelogreceiver, hostmetricsreceiver, httpcheckreceiver, journaldreceiver, otlpreceiver, postgresqlreceiver, sshcheckreceiver","attributesprocessor, batchprocessor, filterprocessor, resourcedetectionprocessor, resourceprocessor, transformprocessor",routingconnector,"filestorage, healthcheckextension","Stability, Collector observability, Configuration management and resolution",Yes,3,"All documentation should be in one place. To view details, the user needs to look at the individual *.md files on GitHub."
8/19/2025 8:07:28,100-999 employees,Technology,Platform Engineering,No,Yes,Intermediate - We are setting up an observability practice,More than 1000,"Kubernetes, Virtual Machine (VM)","On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)",Own Helm chart and Ansible on the VM's,Yes,No,1,Yes,"Logs, Metrics","googlecloudexporter, googlecloudpubsubexporter, otlpexporter","filelogreceiver, googlecloudpubsubreceiver, httpcheckreceiver, k8sclusterreceiver, k8seventsreceiver, k8slogreceiver, k8sobjectsreceiver, kafkametricsreceiver, kubeletstatsreceiver, otlpreceiver, postgresqlreceiver","attributesprocessor, batchprocessor, filterprocessor, geoipprocessor, k8sattributesprocessor, memorylimiterprocessor, resourceprocessor",none,"encoding, oidcauthextension","Stability, Collector observability, Configuration management and resolution",Yes,4,
8/19/2025 21:39:14,50-99 employees,Technology,DevOps,No,Yes,Intermediate - We are setting up an observability practice,Between 11 and 100,"Kubernetes, Virtual Machine (VM), AWS ECS",As a gateway (i.e. k8s deployment),Other Helm Chart (e.g. vendor's),No,No,2,Yes,Metrics,"debugexporter, otlpexporter, otlphttpexporter, prometheusexporter","lokireceiver, otlpreceiver, prometheusreceiver","attributesprocessor, batchprocessor, memorylimiterprocessor, spanmetricsprocessor",spanmetricsconnector,"basicauthextension, zpages",Stability,Yes,4,It could have support for read configuration and secrets from remote stores (like Hashicorp Vault) 
8/22/2025 4:17:39,1000+ employees,Finance,Platform Engineering,No,Yes,Intermediate - We are setting up an observability practice,Between 101 and 1000,Kubernetes,"Next to my application (i.e. k8s sidecar), As a gateway (i.e. k8s deployment)",OTel Collector Helm Chart,Yes,Yes,3,Yes,Metrics,"lokiexporter, otlphttpexporter, prometheusremotewriteexporter, splunkhecexporter","otlpreceiver, prometheusreceiver","attributesprocessor, batchprocessor, filterprocessor, k8sattributesprocessor, metricstransformprocessor, resourceprocessor, spanmetricsprocessor, tailsamplingprocessor, transformprocessor",N/A,"basicauthextension, bearertokenauthextension, healthcheckextension","Stability, Configuration management and resolution, Support for more receivers or exporters",Yes,4,"Likely around processors. The readme pages on the exporters, transformers, etc are great but they could be rendered better on the main docs alongside the collector"
8/24/2025 1:12:12,1-49 employees,Technology,Dev,No,Yes,Intermediate - We are setting up an observability practice,Between 2 and 5,"Virtual Machine (VM), Bare Metal",I don't deploy any Collectors to Kubernetes,I don't deploy the OTel Collector on Kubernetes,No,No,,Yes,"Logs, Metrics, Traces",otlpexporter,otlpreceiver,batchprocessor,None of these ,basicauthextension,Stability,Yes,5,
8/24/2025 17:10:51,1000+ employees,Technology,Observability,Yes,Yes,Expert - We have a well-established observability practice,More than 1000,"Kubernetes, Virtual Machine (VM), Bare Metal, Docker Compose","Next to my application (i.e. k8s sidecar), On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)",OTel Collector Helm Chart,Yes,Yes,2,Yes,"Logs, Metrics","otlpexporter, signalfxexporter","dockerstatsreceiver, filelogreceiver, hostmetricsreceiver, kubeletstatsreceiver, otlpreceiver, prometheusreceiver, sapmreceiver, signalfxreceiver, systemdreceiver, vcenterreceiver, windowsservicereceiver","attributesprocessor, batchprocessor, k8sattributesprocessor, memorylimiterprocessor, resourcedetectionprocessor",otlpjsonconnector,"healthcheckv2extension, httpforwarderextension, zpages","Stability, Collector observability, Configuration management and resolution",Yes,4,Improve the internal telemetry configuration options. It has gotten better but could still use improvements so that I don’t have to go and read source code to know what options are available
8/25/2025 17:10:42,1-49 employees,Technology,Dev,No,Yes,Intermediate - We are setting up an observability practice,1,"Virtual Machine (VM), Docker Compose",Next to my application (i.e. k8s sidecar),I don't deploy the OTel Collector on Kubernetes,No,No,4,Yes,Metrics,"lokiexporter, otlpexporter, otlphttpexporter, prometheusexporter",otlpreceiver,"attributesprocessor, batchprocessor, filterprocessor, metricsgenerationprocessor, resourcedetectionprocessor, resourceprocessor, spanmetricsprocessor, spanprocessor, tailsamplingprocessor","countconnector, spanmetricsconnector","healthcheckv2extension, zpages",Configuration management and resolution,Yes,4,
8/28/2025 10:37:14,1000+ employees,Technology,DevOps,No,Yes,Beginner - Learning about observability / Have used monitoring tools,Between 11 and 100,Kubernetes,As a gateway (i.e. k8s deployment),We use Alloy which is deployed by the platform team,No,No,3,No,,"fileexporter, lokiexporter, otlpexporter, prometheusexporter",otlpreceiver,"attributesprocessor, batchprocessor, filterprocessor",d,s,s,Yes,4,Examples for different languages
8/28/2025 14:37:53,1000+ employees,Technology,Observability,No,Yes,Expert - We have a well-established observability practice,More than 1000,"Kubernetes, Docker Compose","Next to my application (i.e. k8s sidecar), As a gateway (i.e. k8s deployment)",OTel Collector Helm Chart,No,Yes,3,Yes,"Logs, Metrics","clickhouseexporter, datadogexporter, debugexporter, kafkaexporter, otlpexporter","kubeletstatsreceiver, otlpreceiver, prometheusreceiver","batchprocessor, cumulativetodeltaprocessor, filterprocessor, k8sattributesprocessor, memorylimiterprocessor, metricstransformprocessor, transformprocessor",routingconnector,"healthcheckextension, pprofextension, zpages","Stability, Configuration management and resolution",Yes,4,
8/30/2025 15:11:48,1000+ employees,Technology,Platform Engineering,No,Yes,Intermediate - We are setting up an observability practice,Between 11 and 100,Kubernetes,On every host (i.e k8s daemonset),OTel Collector Helm Chart,No,No,,No,,"awss3exporter, datadogexporter",filelogreceiver,"attributesprocessor, batchprocessor, k8sattributesprocessor, transformprocessor",datadogconnector,filestorage,"Stability, Support for more receivers or exporters",Yes,3,
9/2/2025 15:00:18,1-49 employees,Technology,Observability,Yes,Yes,Expert - We have a well-established observability practice,Between 11 and 100,"Virtual Machine (VM), Bare Metal, Docker on my desktop, Docker Compose",I don't deploy any Collectors to Kubernetes,I don't deploy the OTel Collector on Kubernetes,Yes,Yes,4,Yes,"Logs, Metrics, Traces","bmchelixexporter, datadogexporter, debugexporter, otlpexporter, otlphttpexporter, prometheusexporter, prometheusremotewriteexporter, signalfxexporter","otlpjsonfilereceiver, otlpreceiver, prometheusreceiver","batchprocessor, resourcedetectionprocessor, transformprocessor",None,"basicauthextension, healthcheckextension","Stability, Configuration management and resolution",Yes,5,
9/2/2025 19:25:10,1-49 employees,Automotive,DevOps,No,Yes,Expert - We have a well-established observability practice,Between 11 and 100,Kubernetes,"On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment), In a stateful scenario (ie k8s statefulset)",OTel Collector Helm Chart,No,No,,Yes,"Logs, Metrics","kafkaexporter, otlpexporter, otlphttpexporter","filelogreceiver, k8sclusterreceiver, k8seventsreceiver, k8sobjectsreceiver, kafkametricsreceiver, kafkareceiver, kubeletstatsreceiver, otlpreceiver, postgresqlreceiver, prometheusreceiver, receivercreator","attributesprocessor, batchprocessor, filterprocessor, k8sattributesprocessor, memorylimiterprocessor, routingprocessor, tailsamplingprocessor, transformprocessor",routingconnector,"filestorage, healthcheckextension, observer, storage","Stability, Configuration management and resolution",Yes,4,More real life scenarios and best pratices/recommandations
9/3/2025 2:22:57,1-49 employees,Technology,Dev,No,Yes,Intermediate - We are setting up an observability practice,Between 11 and 100,"Kubernetes, Virtual Machine (VM)",Next to my application (i.e. k8s sidecar),Kubernetes manifests,No,No,3,No,"Metrics, Traces","awss3exporter, prometheusexporter, prometheusremotewriteexporter",httpcheckreceiver,"attributesprocessor, batchprocessor",sumconnector,"healthcheckv2extension, sigv4authextension","Stability, Configuration management and resolution",Yes,3,
9/3/2025 7:34:04,1000+ employees,Technology,Platform Engineering,No,Yes,Expert - We have a well-established observability practice,More than 1000,"Kubernetes, Virtual Machine (VM)",As a gateway (i.e. k8s deployment),OTel Operator,Yes,Yes,2,Yes,"Logs, Metrics, Traces","awscloudwatchlogsexporter, datadogexporter, debugexporter, influxdbexporter, kafkaexporter, loadbalancingexporter, otlpexporter, otlphttpexporter, prometheusremotewriteexporter","otlpreceiver, prometheusreceiver","attributesprocessor, batchprocessor, filterprocessor, groupbytraceprocessor, resourceprocessor, tailsamplingprocessor, transformprocessor","countconnector, routingconnector, servicegraphconnector, signaltometricsconnector, spanmetricsconnector","basicauthextension, bearertokenauthextension, healthcheckextension, healthcheckv2extension, sigv4authextension, zpages","Collector observability, Configuration management and resolution, Support for more receivers or exporters",Yes,4,
9/3/2025 7:38:24,1-49 employees,Technology,Dev,No,Yes,Beginner - Learning about observability / Have used monitoring tools,Between 6 and 10,"Kubernetes, Docker on my desktop",Next to my application (i.e. k8s sidecar),OTel Collector Helm Chart,No,No,,No,,"azuremonitorexporter, otlpexporter, otlphttpexporter",azuremonitorreceiver,batchprocessor,otlpjsonconnector,storage,"Stability, Collector observability",Yes,4,
9/3/2025 12:00:27,1-49 employees,Technology,DevOps,Yes,Yes,Beginner - Learning about observability / Have used monitoring tools,I don't know,"Virtual Machine (VM), Bare Metal, Docker on my desktop",I don't deploy any Collectors to Kubernetes,I don't deploy the OTel Collector on Kubernetes,Yes,Yes,3,Yes,"Logs, Metrics","alertmanagerexporter, bmchelixexporter, datadogexporter, otlphttpexporter","apachereceiver, filelogreceiver, filereceiver, httpcheckreceiver, jmxreceiver",filterprocessor,otlpjsonconnector,"encoding, filestorage","Stability, Collector observability, Configuration management and resolution",Yes,4,
9/3/2025 20:45:10,1000+ employees,Healthcare,SRE,No,No,Intermediate - We are setting up an observability practice,1,"Kubernetes, Docker on my desktop","On every host (i.e k8s daemonset), In a stateful scenario (ie k8s statefulset)",Manifests via ArgoCD and GitOps,Yes,Yes,1,No,,splunkhecexporter,"filelogreceiver, hostmetricsreceiver, k8sclusterreceiver, k8seventsreceiver, k8slogreceiver, k8sobjectsreceiver","attributesprocessor, batchprocessor, k8sattributesprocessor","None, yet.","None, yet.","Collector observability, Configuration management and resolution, Support for more receivers or exporters",Yes,5,
9/3/2025 22:46:30,1000+ employees,Technology,SRE,No,Yes,Intermediate - We are setting up an observability practice,Between 2 and 5,Kubernetes,As a gateway (i.e. k8s deployment),OTel Collector Helm Chart,Yes,Yes,2,Yes,Metrics,"loadbalancingexporter, otlpexporter, prometheusexporter","otlpreceiver, postgresqlreceiver, prometheusreceiver","batchprocessor, k8sattributesprocessor, probabilisticsamplerprocessor, tailsamplingprocessor, transformprocessor","servicegraphconnector, spanmetricsconnector",zpages,"Stability, Collector observability, Configuration management and resolution",Yes,3,"More pracrical guide on Instrumentation of services and on monitoring OTEL collector performave. Also, release changes on github, has to be checked in more than on repos, contrib, core etc."
9/3/2025 23:43:13,1-49 employees,Technology,Dev,No,No,Intermediate - We are setting up an observability practice,None,"Docker on my desktop, Docker Compose",I don't deploy any Collectors to Kubernetes,I don't deploy the OTel Collector on Kubernetes,No,No,,Yes,"Logs, Metrics","debugexporter, otlpexporter, otlphttpexporter, prometheusexporter","dockerstatsreceiver, filereceiver, otlpreceiver","attributesprocessor, batchprocessor, spanmetricsprocessor, spanprocessor, tailsamplingprocessor, transformprocessor",spanmetricsconnector,"healthcheckextension, zpages","Stability, Configuration management and resolution",Yes,2,
9/6/2025 6:49:31,100-999 employees,Technology,DevOps,Yes,Yes,Beginner - Learning about observability / Have used monitoring tools,1,Bare Metal,I don't deploy any Collectors to Kubernetes,I don't deploy the OTel Collector on Kubernetes,No,No,2,No,"Logs, Metrics","debugexporter, elasticsearchexporter, loggingexporter, lokiexporter, otlphttpexporter","elasticsearchreceiver, filelogreceiver, filereceiver, lokireceiver, otlpreceiver","batchprocessor, filterprocessor, logstransformprocessor","grafanacloudconnector, otlpjsonconnector, routingconnector","filestorage, healthcheckextension, healthcheckv2extension, oauth2clientauthextension, oidcauthextension","Stability, Collector observability, Configuration management and resolution, Support for more receivers or exporters",Yes,3,Configuration could be easier to do or introduce some UI to do configuration for Windows users
9/9/2025 6:59:41,100-999 employees,Technology,Observability,Yes,Yes,Beginner - Learning about observability / Have used monitoring tools,Between 11 and 100,Virtual Machine (VM),I don't deploy any Collectors to Kubernetes,I don't deploy the OTel Collector on Kubernetes,Yes,Yes,3,Yes,"Metrics, Traces","otlpexporter, otlphttpexporter",Written own exporter with help of http exporter,"attributesprocessor, batchprocessor, filterprocessor",roundrobinconnector,"healthcheckv2extension, observer","Collector observability, Configuration management and resolution",Yes,4,
9/9/2025 23:32:23,100-999 employees,Technology,SRE,No,No,Intermediate - We are setting up an observability practice,Between 11 and 100,Kubernetes,"On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)",Other Helm Chart (e.g. vendor's),No,No,4,No,"Logs, Metrics","awscloudwatchlogsexporter, awsemfexporter, awss3exporter, datadogexporter","awscontainerinsightreceiver, awsecscontainermetricsreceiver, filelogreceiver, hostmetricsreceiver, k8sclusterreceiver, k8seventsreceiver, k8slogreceiver, k8sobjectsreceiver","batchprocessor, datadogprocessor, filterprocessor, resourceprocessor",datadogconnector,"observer, storage",Configuration management and resolution,Yes,2,
9/10/2025 15:08:59,1000+ employees,Finance,DevOps,No,Yes,Expert - We have a well-established observability practice,Between 101 and 1000,Kubernetes,"On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)",OTel Operator,No,No,,Yes,"Logs, Metrics","googlecloudexporter, otlpexporter, otlphttpexporter, prometheusexporter","k8sclusterreceiver, k8seventsreceiver, k8slogreceiver, otlpreceiver, prometheusreceiver","attributesprocessor, batchprocessor, k8sattributesprocessor, memorylimiterprocessor, resourcedetectionprocessor, resourceprocessor, routingprocessor, transformprocessor",routingconnector,storage,"Configuration management and resolution, Support for more receivers or exporters",Yes,4,"Allow digging down to configuration schema more quickly, from more places. Much of the documentation stays abstract, at too high of a level to guide a person with a YAML file open in their editor, looking to configure the next thing."
9/10/2025 16:51:35,100-999 employees,Technology,Observability,No,Yes,Intermediate - We are setting up an observability practice,More than 1000,"Kubernetes, Virtual Machine (VM), Bare Metal","On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment), In a stateful scenario (ie k8s statefulset)","Mix of operator, helm chart, and direct deployment via own manifests",Yes,Yes,2,Yes,Metrics,"datadogexporter, debugexporter, loadbalancingexporter, otlpexporter, prometheusexporter, prometheusremotewriteexporter, sumologicexporter","filelogreceiver, hostmetricsreceiver, k8sclusterreceiver, kubeletstatsreceiver, otlpreceiver, prometheusreceiver, tcplogreceiver, udplogreceiver","attributesprocessor, batchprocessor, filterprocessor, groupbyattrsprocessor, k8sattributesprocessor, logstransformprocessor, memorylimiterprocessor, probabilisticsamplerprocessor, routingprocessor, spanprocessor, tailsamplingprocessor","failoverconnector, routingconnector","cgroupruntimeextension, filestorage, headerssetterextension, healthcheckextension, storage, sumologicextension","Stability, A better development onboarding experience when writing custom components for the Collector. We prefer to place logs (eventually all telemetry) onto NATS, which needed a custom exporter. The experience of learning the best/most recent patterns to follow in the Collector was _extremely_ painful. We would have really benefitted from some updated, quick reading about the golden path for writing custom exporters. We got there eventually but had to look through mostly GH issues to better understand the direction the community is taking.",Yes,4,"As mentioned in a previous answer, a better experience for those wishing to extend the Collector. The current https://opentelemetry.io/docs/collector/building/ and subpages are not quite adequate when wanting to author custom components in a sustainable, blessed way. This would require the Collector to be more or less stable in terms of interfaces and design though, and I understand what is sustainable and blessed may change week to week :)"
9/10/2025 20:36:47,1000+ employees,Finance,Observability,No,Yes,Intermediate - We are setting up an observability practice,Between 6 and 10,Kubernetes,As a gateway (i.e. k8s deployment),OTel Collector Helm Chart,Yes,Yes,1,Yes,"Logs, Metrics","otlpexporter, otlphttpexporter",otlpreceiver,"attributesprocessor, batchprocessor, cumulativetodeltaprocessor, filterprocessor, k8sattributesprocessor, memorylimiterprocessor, resourceprocessor","countconnector, routingconnector",sigv4authextension,"Stability, Collector observability",Yes,4,
9/10/2025 21:42:07,1000+ employees,Technology,Observability,No,Yes,Expert - We have a well-established observability practice,More than 1000,"Kubernetes, Virtual Machine (VM), Bare Metal",Next to my application (i.e. k8s sidecar),OTel Operator,Yes,No,3,Yes,"Logs, Metrics, Traces","honeycombmarkerexporter, otelarrowexporter, otlpexporter, otlphttpexporter","filelogreceiver, filereceiver, journaldreceiver, k8sclusterreceiver, k8seventsreceiver, k8slogreceiver, k8sobjectsreceiver, otlpreceiver, prometheusreceiver, syslogreceiver, zipkinreceiver","batchprocessor, logstransformprocessor, spanmetricsprocessor",None,pprofextension,Stability,Yes,3,
9/10/2025 21:52:44,100-999 employees,Education,Dev,No,Yes,Intermediate - We are setting up an observability practice,Between 11 and 100,Kubernetes,"Next to my application (i.e. k8s sidecar), As a gateway (i.e. k8s deployment)",OTel Operator,No,No,3,No,,otlpexporter,otlpreceiver,resourcedetectionprocessor,n/a,n/a,Support for more receivers or exporters,Yes,3,
9/11/2025 12:43:30,1000+ employees,Technology,Observability,No,Yes,Intermediate - We are setting up an observability practice,Between 101 and 1000,Kubernetes,"On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)",We have own manager to manage and deploy OTel ,Yes,Yes,1,Yes,"Logs, Metrics","dynatraceexporter, fileexporter, otlpexporter, otlphttpexporter","filelogreceiver, filereceiver, k8sclusterreceiver, k8seventsreceiver, k8slogreceiver, k8sobjectsreceiver, kubeletstatsreceiver, otlpreceiver, prometheusreceiver, own receiver implementation to scrape system internal components","attributesprocessor, batchprocessor, cumulativetodeltaprocessor, filterprocessor, k8sattributesprocessor, logstransformprocessor, metricstransformprocessor, resourceprocessor, routingprocessor, spanprocessor, transformprocessor, own implementations of several custom processor",routingconnector,"filestorage, healthcheckextension, k8sleaderelector, pprofextension, storage","Stability, Configuration management and resolution",Yes,3,More low-level information and advance examples
9/11/2025 15:11:07,1000+ employees,Technology,Observability,No,Yes,Intermediate - We are setting up an observability practice,Between 11 and 100,"Kubernetes, Virtual Machine (VM)","On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)",Extend OTeL collector helm chart,No,No,3,Yes,"Logs, Metrics","datadogexporter, otlpexporter","filelogreceiver, hostmetricsreceiver, k8seventsreceiver, otlpreceiver, prometheusreceiver","attributesprocessor, batchprocessor, filterprocessor, k8sattributesprocessor, memorylimiterprocessor",otlpjsonconnector,healthcheckextension,Stability,Yes,2,
9/11/2025 15:36:43,1000+ employees,Entertainment,Platform Engineering,No,Yes,Intermediate - We are setting up an observability practice,Between 6 and 10,Kubernetes,"On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment)",OTel Operator,No,No,,No,,"lokiexporter, otlphttpexporter, prometheusexporter",otlpreceiver,"attributesprocessor, batchprocessor, k8sattributesprocessor",Na,headerssetterextension,Configuration management and resolution,Yes,4,
9/11/2025 16:48:40,1000+ employees,Technology,SRE,No,Yes,Expert - We have a well-established observability practice,More than 1000,"Kubernetes, Virtual Machine (VM), Docker on my desktop, Docker Compose","Next to my application (i.e. k8s sidecar), On every host (i.e k8s daemonset), As a gateway (i.e. k8s deployment), In a stateful scenario (ie k8s statefulset)",OTel Operator,Yes,No,3,Yes,Metrics,"clickhouseexporter, debugexporter, fileexporter, otlpexporter, otlphttpexporter, prometheusexporter, prometheusremotewriteexporter, splunkhecexporter","otlpreceiver, prometheusreceiver","attributesprocessor, batchprocessor, filterprocessor, k8sattributesprocessor, logdedupprocessor, memorylimiterprocessor, resourceprocessor, routingprocessor, tailsamplingprocessor","countconnector, routingconnector, servicegraphconnector, spanmetricsconnector","basicauthextension, bearertokenauthextension, headerssetterextension","Stability, Collector observability, Configuration management and resolution",Yes,4,
